City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current_Description
450,Doka,SD,13.5167,35.7667,82.74,50,72,18.61,broken clouds
451,Yasothon,TH,15.75,104.1333,84.38,63,100,6.42,overcast clouds
452,Artesia,US,33.8658,-118.0831,94.08,67,1,3.0,haze
453,Tamandare,BR,-8.7597,-35.1047,80.11,69,7,8.93,clear sky
454,Adrar,MR,20.5022,-10.0711,96.98,20,100,15.97,overcast clouds
455,College,US,64.8569,-147.8028,62.1,66,75,0.0,light rain
456,Haapiti,PF,-17.5667,-149.8667,82.13,66,82,9.08,broken clouds
457,Bambanglipuro,ID,-7.95,110.2833,60.6,89,17,4.23,few clouds
458,Merauke,ID,-8.4667,140.3333,76.17,89,94,10.0,overcast clouds
459,Katangli,RU,51.7102,143.2326,43.45,98,20,6.71,few clouds
460,May Pen,JM,17.9645,-77.2451,87.01,51,34,12.75,scattered clouds
461,Pangoa,PE,-12.1167,-73.0,81.34,65,65,3.91,broken clouds
462,Nhulunbuy,AU,-12.2333,136.7667,70.41,88,18,5.75,few clouds
463,Ayan,RU,56.45,138.1667,36.97,94,83,2.68,broken clouds
464,Folldal,NO,62.1325,9.9968,61.72,47,33,7.4,scattered clouds
465,Waipawa,NZ,-41.4122,175.5153,45.93,87,0,4.16,clear sky
466,Ivanovka,KG,42.8878,75.085,72.03,41,5,7.11,clear sky
467,Korla,CN,41.7597,86.1469,80.08,21,3,7.38,clear sky
468,Yantal,RU,56.8471,105.2542,55.74,50,40,1.1,scattered clouds
469,Jimeta,NG,9.2833,12.4667,86.43,50,10,4.99,clear sky
470,Jumla,NP,29.2747,82.1838,54.68,84,27,3.31,scattered clouds
471,Calabozo,VE,8.9242,-67.4293,85.46,60,100,1.59,overcast clouds
472,Crotone,IT,39.0851,17.1178,59.94,76,100,7.65,overcast clouds
473,Mwinilunga,ZM,-11.7358,24.4293,60.42,50,57,1.97,broken clouds
474,Lompoc,US,34.6391,-120.4579,89.69,69,1,13.8,clear sky
475,Da Lat,VN,11.9465,108.4419,60.96,87,100,1.52,overcast clouds
476,Emboscada,PY,-25.15,-57.35,85.8,58,75,5.12,broken clouds
477,Fuxin,CN,42.0156,121.6589,55.85,56,0,4.83,clear sky
478,Anloga,GH,5.7947,0.8973,84.42,78,99,11.59,overcast clouds
479,Montepuez,MZ,-13.1256,38.9997,70.32,75,100,5.86,overcast clouds
480,Belyy Yar,RU,53.6039,91.3903,55.29,76,0,3.89,clear sky
481,Kahului,US,20.8947,-156.47,84.94,57,20,16.11,few clouds
482,Renigunta,IN,13.65,79.5167,82.31,78,100,8.14,overcast clouds
483,Copiapo,CL,-27.3667,-70.3333,58.69,26,0,6.02,clear sky
484,Sechura,PE,-5.5569,-80.8222,76.84,61,80,13.6,broken clouds
485,Marsh Harbour,BS,26.5412,-77.0636,78.12,82,99,19.84,overcast clouds
486,Tuy Hoa,VN,13.0833,109.3,80.31,74,100,4.74,overcast clouds
487,Jacareacanga,BR,-6.2222,-57.7528,91.71,52,20,3.44,few clouds
488,Nabisar,PK,25.0685,69.6419,84.09,76,0,19.15,clear sky
489,Solana,PH,17.7,121.6667,79.27,80,98,6.08,overcast clouds
490,Lewistown,US,40.5992,-77.5714,75.97,73,75,8.05,broken clouds
491,Partizansk,RU,43.1258,133.1339,52.07,99,100,2.71,light rain
492,Suleja,NG,9.1758,7.1808,85.19,74,100,2.3,light rain
493,Geelong,AU,-38.1471,144.3607,54.46,86,90,4.0,overcast clouds
494,Beringovskiy,RU,63.05,179.3167,31.89,79,24,7.83,few clouds
495,Bom Jesus,BR,-9.0744,-44.3586,97.88,22,23,4.68,few clouds
496,Bonthe,SL,7.5264,-12.505,81.77,76,88,7.56,overcast clouds
497,Saint-Francois,FR,46.4154,3.9054,67.48,82,77,4.61,broken clouds
498,Mitsamiouli,KM,-11.3847,43.2844,78.21,70,85,4.36,overcast clouds
499,Koulamoutou,GA,-1.1303,12.4736,72.59,97,20,0.67,moderate rain
500,Iqaluit,CA,63.7506,-68.5145,33.53,93,90,13.0,overcast clouds
501,Hambantota,LK,6.1241,81.1185,79.9,84,100,15.9,overcast clouds
502,Ambilobe,MG,-13.2,49.05,74.23,69,91,3.8,overcast clouds
503,Beyneu,KZ,45.3167,55.2,89.91,25,0,11.81,clear sky
504,Zerbst,DE,51.9667,12.0833,66.88,62,11,11.1,few clouds
505,Pangody,RU,65.85,74.4859,35.33,66,51,7.31,broken clouds
506,Kifri,IQ,34.6959,44.9661,89.24,16,0,15.79,clear sky
507,Santo Domingo,DO,18.5001,-69.9886,78.48,91,75,5.01,broken clouds
508,Dunedin,NZ,-45.8742,170.5036,48.79,86,5,6.49,clear sky
509,Port Hardy,CA,50.6996,-127.4199,59.18,94,75,4.61,broken clouds
510,Mondlo,ZA,-27.983,30.7177,47.8,60,100,2.51,overcast clouds
511,Jiaohe,CN,43.7286,127.3447,54.0,95,100,7.85,moderate rain
512,Yenagoa,NG,4.9247,6.2642,77.61,88,95,6.08,overcast clouds
513,Kurilsk,RU,45.2333,147.8833,43.43,74,29,3.27,scattered clouds
514,Neiafu,TO,-18.65,-173.9833,74.08,100,75,6.91,light rain
515,Rawson,AR,-43.3002,-65.1023,49.96,52,100,12.39,overcast clouds
516,Tonneins,FR,44.3921,0.3124,73.62,80,33,7.63,scattered clouds
517,Prince Rupert,CA,54.3161,-130.3201,59.09,94,90,10.36,moderate rain
518,Astoria,US,46.1879,-123.8313,84.63,69,1,5.75,clear sky
519,Tunceli,TR,39.1083,39.5471,63.46,67,39,5.77,scattered clouds
520,Wamba,NG,8.9333,8.6,80.1,68,33,4.34,light rain
521,Bahia De Caraquez,EC,-0.6,-80.4167,80.78,78,90,8.37,overcast clouds
522,Sayyan,YE,15.1718,44.3244,67.6,21,100,12.77,overcast clouds
523,Kastamonu,TR,41.5,33.6667,45.91,90,100,6.55,overcast clouds
524,Senno,RU,59.5336,33.9167,51.26,63,8,6.2,clear sky
525,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,85,20,9.31,few clouds
526,Sedalia,US,38.7045,-93.2283,73.09,66,90,8.05,overcast clouds
527,Mongo,TD,12.1844,18.693,92.7,29,8,4.65,clear sky
528,Mildura,AU,-34.2,142.15,53.56,100,90,0.0,overcast clouds
529,Pedernales,DO,18.0384,-71.744,85.73,61,78,1.74,broken clouds
530,Quesnel,CA,52.9999,-122.5029,75.7,41,1,4.61,clear sky
531,Gambela,ET,8.25,34.5833,71.24,96,100,4.16,moderate rain
532,Kuminskiy,RU,58.6667,66.5667,44.26,62,33,3.69,scattered clouds
533,Floriano,BR,-6.7669,-43.0225,99.0,25,12,3.22,few clouds
534,Kralendijk,BQ,12.15,-68.2667,85.98,62,75,14.97,broken clouds
535,Changping,CN,40.2186,116.2197,66.51,31,100,17.0,overcast clouds
536,Cantaura,VE,9.3057,-64.3584,88.48,43,97,4.85,overcast clouds
537,Kyshtovka,RU,56.555,76.6271,51.17,67,99,2.73,overcast clouds
538,Can,TR,40.0333,27.0524,59.29,79,11,1.74,few clouds
539,Turka,UA,49.1541,23.0297,51.26,92,99,3.09,overcast clouds
540,Lakatoro,VU,-16.0999,167.4164,73.31,81,52,11.07,broken clouds
541,Dongtai,CN,32.8523,120.3095,66.97,96,100,2.44,overcast clouds
542,Moerai,PF,-22.4333,-151.3333,77.41,75,86,14.88,overcast clouds
543,Freeport,US,40.6576,-73.5832,77.58,66,1,3.0,clear sky
544,Salice Salentino,IT,40.387,17.9607,69.46,58,12,0.38,few clouds
545,Teguise,ES,29.0605,-13.564,68.22,60,20,15.75,few clouds
546,Srednekolymsk,RU,67.45,153.6833,61.43,33,49,3.98,scattered clouds
547,Constitucion,CL,-35.3333,-72.4167,63.21,68,24,11.88,few clouds
548,Kattivakkam,IN,13.2167,80.3167,86.07,91,9,10.2,clear sky
549,Mursalimkino,RU,55.0379,58.5585,55.92,99,100,1.61,moderate rain
550,Solnechnyy,RU,50.7214,136.6319,47.28,93,73,4.14,broken clouds
551,Bata,GQ,1.8639,9.7658,76.86,100,40,0.0,scattered clouds
552,Salamanca,ES,40.8333,-6.0,67.78,47,0,7.36,clear sky
553,Juneau,US,58.3019,-134.4197,53.65,96,90,3.0,moderate rain
554,Margate,GB,51.3813,1.3862,72.18,65,19,1.01,few clouds
555,Pancas,BR,-19.225,-40.8514,82.0,53,70,3.06,broken clouds
556,Greystones,IE,53.1408,-6.0631,65.26,87,100,2.42,overcast clouds
557,Pak Phanang,TH,8.3511,100.202,81.34,83,26,6.31,scattered clouds
558,Xian,CN,34.2583,108.9286,65.21,46,100,8.19,overcast clouds
559,Muhos,FI,64.808,25.9931,59.9,63,94,2.59,overcast clouds
560,Warwick,US,41.7001,-71.4162,84.4,61,75,12.66,broken clouds
561,Nikel,RU,69.4128,30.222,64.58,50,8,3.04,clear sky
562,Shiyan,CN,32.6475,110.7781,67.33,82,100,7.61,light rain
563,Hamina,FI,60.5697,27.1979,63.68,71,42,2.42,scattered clouds
564,Tukrah,LY,32.5341,20.5791,72.05,51,66,13.98,broken clouds
565,Xifeng,CN,42.7372,124.7222,52.57,95,100,7.83,overcast clouds
566,Roros,NO,62.5747,11.3842,69.64,28,0,8.05,clear sky
567,Mayo,US,38.8876,-76.5119,84.25,67,1,4.0,clear sky
568,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.83,70,4,9.48,clear sky
569,Nuuk,GL,64.1835,-51.7216,41.61,81,75,13.8,broken clouds
570,Putina,PE,-15.4667,-69.4333,47.88,34,14,5.14,few clouds
571,Harihar,IN,14.5167,75.8,78.6,77,100,8.72,overcast clouds
572,Roxana,CR,10.2753,-83.7513,95.04,78,67,4.41,broken clouds
573,Atar,MR,20.5169,-13.0499,92.35,30,100,18.34,overcast clouds
574,Bryan,US,30.6744,-96.37,84.47,65,40,3.44,scattered clouds
575,Kemin,KG,42.7846,75.6892,64.18,52,1,7.92,clear sky
576,Camacha,PT,33.0833,-16.3333,62.02,63,40,13.8,scattered clouds
577,Shingu,JP,33.7333,135.9833,62.91,91,43,7.07,scattered clouds
578,Bismarck,US,46.8083,-100.7837,85.84,28,1,9.22,clear sky
579,Naze,JP,28.3667,129.4833,73.26,88,97,13.31,overcast clouds
580,Volosovo,RU,59.4333,29.4833,59.56,73,10,5.46,light rain
581,San Ramon,US,37.7799,-121.978,83.1,51,1,4.0,clear sky
582,Novaya Ladoga,RU,60.1025,32.3019,54.0,69,56,7.05,broken clouds
583,Marrakesh,MA,31.6315,-8.0083,86.07,28,40,6.91,scattered clouds
584,Store Heddinge,DK,55.3097,12.3889,62.67,84,3,22.24,clear sky
585,Marystown,CA,47.1666,-55.1483,55.76,71,15,15.48,few clouds
586,Linhares,BR,-19.3911,-40.0722,79.21,64,70,5.66,broken clouds
587,Dudinka,RU,69.4058,86.1778,32.04,99,100,4.09,snow
588,Leh,IN,34.1667,77.5833,50.13,45,100,4.5,overcast clouds
589,Tsilna,RU,54.5953,48.1414,56.75,73,100,12.97,overcast clouds
590,Ternate,ID,0.8,127.4,80.8,79,41,1.59,scattered clouds
591,Cairns,AU,-16.9167,145.7667,66.15,93,40,10.36,scattered clouds
592,Bayburt,TR,40.2589,40.2278,47.16,83,100,16.62,moderate rain
593,Mount Gambier,AU,-37.8333,140.7667,44.51,100,90,5.75,overcast clouds
594,Dong Hoi,VN,17.4833,106.6,84.78,68,100,4.65,overcast clouds
595,Arman,RU,59.7,150.1667,39.97,91,51,0.38,broken clouds
596,Vero Beach,US,27.6386,-80.3973,86.0,86,25,13.65,scattered clouds
597,Rabaul,PG,-4.1967,152.1721,78.53,83,79,5.46,broken clouds
598,Huarmey,PE,-10.0681,-78.1522,70.7,72,93,9.22,overcast clouds
599,Dzhebariki-Khaya,RU,62.2167,135.8,48.7,92,35,3.11,light rain
600,Joigny,FR,47.9829,3.401,69.31,91,64,6.62,light rain
601,Rocha,UY,-34.4833,-54.3333,56.32,66,11,13.65,few clouds
602,Teya,RU,60.3778,92.6267,54.7,97,98,1.88,overcast clouds
603,Cap Malheureux,MU,-19.9842,57.6142,76.46,68,73,7.0,broken clouds
604,Kroya,ID,-7.6331,109.2461,76.19,90,13,1.5,few clouds
605,Kasongo,CD,-4.45,26.6667,72.61,61,95,0.38,overcast clouds
606,Alugan,PH,12.2188,125.4808,77.56,83,100,5.41,overcast clouds
607,Mindelo,CV,16.8901,-24.9804,76.55,65,40,16.96,scattered clouds
608,Two Hills,CA,53.7169,-111.7518,82.63,34,46,6.6,scattered clouds
609,Novyy Urengoy,RU,66.0833,76.6333,36.82,62,75,8.03,broken clouds
610,Akdagmadeni,TR,39.6603,35.8836,46.13,72,5,3.65,clear sky
611,Nyurba,RU,63.2842,118.3319,56.01,81,82,5.77,broken clouds
612,Klooga,EE,59.3197,24.2114,59.29,66,58,5.68,broken clouds
613,Vilyuysk,RU,63.7553,121.6247,55.09,77,100,5.26,overcast clouds
614,Cocobeach,GA,1.0002,9.5823,82.33,85,100,1.88,light rain
615,Owando,CG,-0.4819,15.8999,74.26,89,100,2.73,light rain
616,Selma,US,36.5708,-119.6121,101.03,33,100,6.53,overcast clouds
617,Simi,SL,9.5667,-12.35,81.93,76,82,4.23,light rain
618,Tabou,CI,4.423,-7.3528,79.95,83,30,7.16,scattered clouds
619,Manaus,BR,-3.1019,-60.025,88.29,70,75,1.14,broken clouds
620,Cabedelo,BR,-6.9811,-34.8339,83.07,74,0,13.91,clear sky
621,Lahaina,US,20.8783,-156.6825,84.92,48,20,16.11,few clouds
622,Richmond,US,37.5538,-77.4603,84.2,54,75,1.01,broken clouds
623,Mawlaik,MM,23.6333,94.4167,78.37,85,54,1.28,broken clouds
624,Sabla,NG,12.7525,4.7077,97.65,22,0,8.9,clear sky
625,Maine-Soroa,NE,13.2114,12.0241,92.35,26,97,1.63,overcast clouds
626,Arzakan,AM,40.45,44.6065,62.38,43,0,1.14,clear sky
627,Lorengau,PG,-2.0226,147.2712,77.4,92,100,2.35,overcast clouds
628,Bani Walid,LY,31.7566,13.9942,75.9,50,100,13.4,overcast clouds
629,Nantucket,US,41.2835,-70.0995,74.97,72,1,12.66,clear sky
630,Hvide Sande,DK,56.0045,8.1294,61.38,81,66,12.46,broken clouds
631,Carutapera,BR,-1.195,-46.02,82.0,81,16,8.14,few clouds
632,Pala,TD,9.3642,14.9046,85.1,45,7,7.07,clear sky
633,Kissidougou,GN,9.1848,-10.0999,78.94,73,86,4.38,overcast clouds
634,Whyalla,AU,-33.0333,137.5833,51.69,93,75,5.75,broken clouds
635,Pundaguitan,PH,6.3711,126.1689,83.08,77,52,8.57,broken clouds
636,Karratha,AU,-20.7377,116.8463,70.36,35,100,16.6,overcast clouds
637,Willowmore,ZA,-33.2926,23.4895,52.72,59,100,4.9,overcast clouds
638,Abu Dhabi,AE,24.4667,54.3667,87.91,89,0,8.25,clear sky
639,Belem De Sao Francisco,BR,-8.7539,-38.9658,90.03,35,12,15.37,few clouds
640,Huamachuco,PE,-7.8,-78.0667,61.88,53,100,4.94,overcast clouds
641,Severnyy,RU,50.677,36.5532,62.64,48,0,15.66,light rain
642,Portobelo,PA,9.55,-79.65,84.96,78,100,4.83,overcast clouds
643,Kiunga,PG,-6.1219,141.2906,73.38,99,100,1.81,overcast clouds
644,Charters Towers,AU,-20.1,146.2667,59.97,94,79,5.99,broken clouds
645,Pochutla,MX,15.7432,-96.4661,90.82,46,49,9.98,scattered clouds
646,Wilmington,US,34.2257,-77.9447,83.95,78,75,12.66,broken clouds
647,Bloemfontein,ZA,-29.1211,26.214,47.68,76,7,14.97,clear sky
648,Baymak,RU,52.5933,58.3225,58.53,86,87,7.67,overcast clouds
649,Necochea,AR,-38.5473,-58.7368,52.3,63,99,17.4,overcast clouds
650,Pouembout,NC,-21.1333,164.9,66.63,64,89,2.71,overcast clouds
651,Tisul,RU,55.7611,88.3122,60.8,64,100,4.68,overcast clouds
652,Belmonte,BR,-15.8631,-38.8828,82.4,69,3,9.17,clear sky
653,Lafia,NG,8.4833,8.5167,85.91,56,96,2.04,light rain
654,Sandnessjoen,NO,66.0217,12.6316,73.92,40,0,9.04,clear sky
655,Tabuk,PH,17.4189,121.4443,77.67,84,93,5.84,overcast clouds
656,Neepawa,CA,50.2289,-99.4664,82.8,40,100,12.68,overcast clouds
657,Moose Factory,CA,51.2585,-80.6094,75.2,46,1,5.75,clear sky
658,Prainha,BR,-1.8,-53.48,87.49,57,31,3.62,scattered clouds
659,Les Escoumins,CA,48.1111,-69.0236,68.56,57,76,11.56,broken clouds
660,Harper,LR,4.375,-7.7169,79.9,83,19,7.43,few clouds
661,Boke,GN,10.9409,-14.2967,83.16,69,77,5.61,light rain
662,Cuxhaven,DE,53.8718,8.6909,62.1,86,6,12.01,clear sky
663,Camana,PE,-16.6228,-72.7111,67.26,76,27,5.91,scattered clouds
664,Lastoursville,GA,-0.8143,12.7287,74.03,96,24,1.68,light rain
665,Salme,NP,28.0369,85.0942,62.89,77,0,4.05,clear sky
666,Marsabit,KE,2.3284,37.9899,70.11,45,98,13.15,overcast clouds
667,Townsville,AU,-19.25,146.8,67.08,100,90,0.0,overcast clouds
668,Ahipara,NZ,-35.1667,173.1667,56.55,77,100,5.57,overcast clouds
669,Totness,SR,5.8833,-56.3167,81.18,82,100,5.57,overcast clouds
670,Letka,RU,59.6011,49.4232,44.64,58,10,5.01,clear sky
671,Iranshahr,IR,27.2025,60.6848,102.54,15,0,4.61,clear sky
672,Bundaberg,AU,-24.85,152.35,67.21,94,90,1.99,overcast clouds
673,Feijo,BR,-8.1642,-70.3536,87.4,57,67,2.59,broken clouds
674,Penzance,GB,50.1186,-5.5371,61.81,91,100,13.71,overcast clouds
675,Belaya Gora,RU,68.5333,146.4167,58.24,36,0,9.78,clear sky
676,Tawang,IN,27.5833,91.8667,52.88,95,82,1.5,broken clouds
677,Rehoboth,NA,-23.3167,17.0833,50.68,26,0,7.34,clear sky
678,Bosaso,SO,11.2842,49.1816,88.36,65,100,4.07,overcast clouds
